true_hypothesis,seed,match_key,full_protocol_status,full_analysis_category,full_final_diagnosis,full_diagnosis_correct,full_threshold_qualified_success,full_premature_diagnosis,full_experiments_used,full_normative_probability_of_final_diagnosis,full_self_reported_confidence,full_cumulative_action_regret,full_oracle_action_agreement_rate,full_action_sequence,planner_protocol_status,planner_analysis_category,planner_final_diagnosis,planner_diagnosis_correct,planner_threshold_qualified_success,planner_premature_diagnosis,planner_experiments_used,planner_normative_probability_of_final_diagnosis,planner_self_reported_confidence,planner_cumulative_action_regret,planner_oracle_action_agreement_rate,planner_action_sequence,threshold_aware_protocol_status,threshold_aware_analysis_category,threshold_aware_final_diagnosis,threshold_aware_diagnosis_correct,threshold_aware_threshold_qualified_success,threshold_aware_premature_diagnosis,threshold_aware_experiments_used,threshold_aware_normative_probability_of_final_diagnosis,threshold_aware_self_reported_confidence,threshold_aware_cumulative_action_regret,threshold_aware_oracle_action_agreement_rate,threshold_aware_action_sequence,planner_vs_full_protocol_comparison,planner_vs_full_diagnosis_correct_delta,planner_vs_full_diagnostic_outcome,planner_vs_full_threshold_qualified_success_delta,planner_vs_full_premature_diagnosis_delta,planner_vs_full_experiments_used_delta,planner_vs_full_cumulative_action_regret_delta,planner_vs_full_oracle_action_agreement_rate_delta,threshold_aware_vs_full_protocol_comparison,threshold_aware_vs_full_diagnosis_correct_delta,threshold_aware_vs_full_diagnostic_outcome,threshold_aware_vs_full_threshold_qualified_success_delta,threshold_aware_vs_full_premature_diagnosis_delta,threshold_aware_vs_full_experiments_used_delta,threshold_aware_vs_full_cumulative_action_regret_delta,threshold_aware_vs_full_oracle_action_agreement_rate_delta,threshold_aware_vs_planner_protocol_comparison,threshold_aware_vs_planner_diagnosis_correct_delta,threshold_aware_vs_planner_diagnostic_outcome,threshold_aware_vs_planner_threshold_qualified_success_delta,threshold_aware_vs_planner_premature_diagnosis_delta,threshold_aware_vs_planner_experiments_used_delta,threshold_aware_vs_planner_cumulative_action_regret_delta,threshold_aware_vs_planner_oracle_action_agreement_rate_delta
WORLD_SHIFT,0,WORLD_SHIFT:0,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,3,0.8166228027404115,0.88,0.34255137568024896,0.6666666666666666,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,3,0.9765818888044564,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,4,0.9803993755074969,0.97,0.3099445771192002,0.75,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,0.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,1.0,-0.032606798561048755,0.08333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,1.0,0.3099445771192002,-0.25
WORLD_SHIFT,1,WORLD_SHIFT:1,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,3,0.8166228027404115,0.9,0.34255137568024896,0.6666666666666666,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,2,0.8147694642010431,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,3,0.9765818888044564,0.96,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,-1.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,0.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,1.0,0.0,0.0
WORLD_SHIFT,2,WORLD_SHIFT:2,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,2,0.831518107736678,0.88,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,2,0.831518107736678,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,2,0.831518107736678,0.97,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,BOTH_VALID,0,BOTH_INCORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_INCORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_INCORRECT,0.0,0.0,0.0,0.0,0.0
WORLD_SHIFT,3,WORLD_SHIFT:3,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,3,0.9765818888044564,0.92,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,2,0.8147694642010431,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,3,0.9765818888044564,0.96,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,-1.0,1.0,-1.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,1.0,0.0,0.0
WORLD_SHIFT,4,WORLD_SHIFT:4,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,2,0.4985200314114321,0.9,0.3099445771192002,0.5,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,7,0.9719651332770103,,0.5130445430940673,0.7142857142857143,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,SCIENTIFIC_MODEL_FAILURE,SCIENTIFIC_MODEL_FAILURE,,,,,3,,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,5.0,0.20309996597486712,0.2142857142857143,LEFT_PROTOCOL_FAILURE,,NOT_COMPARABLE_PROTOCOL_FAILURE,,,,,,LEFT_PROTOCOL_FAILURE,,NOT_COMPARABLE_PROTOCOL_FAILURE,,,,,
WORLD_SHIFT,5,WORLD_SHIFT:5,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,2,0.8147694642010431,0.85,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,2,0.8147694642010431,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,3,0.8568537671885096,0.97,0.3099445771192002,0.6666666666666666,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,1.0,0.3099445771192002,-0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,1.0,0.3099445771192002,-0.33333333333333337
WORLD_SHIFT,6,WORLD_SHIFT:6,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,2,0.8147694642010431,0.9,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,False,True,2,0.8147694642010431,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,4,0.1245720388236656,0.97,0.07254505098070707,0.75,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>REPEAT_TRIAL,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,-1,RIGHT_ONLY_CORRECT,0.0,0.0,2.0,0.07254505098070707,-0.25,BOTH_VALID,-1,RIGHT_ONLY_CORRECT,0.0,0.0,2.0,0.07254505098070707,-0.25
WORLD_SHIFT,7,WORLD_SHIFT:7,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,3,0.9765818888044564,0.95,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,3,0.9765818888044564,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,3,0.9765818888044564,0.97,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0
WORLD_SHIFT,8,WORLD_SHIFT:8,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,3,0.4625219300663157,0.85,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,WORLD_SHIFT,True,True,False,7,0.9719651332770103,,0.5130445430940673,0.7142857142857143,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,SCIENTIFIC_MODEL_FAILURE,SCIENTIFIC_MODEL_FAILURE,,,,,5,,,0.5130445430940673,0.6,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,1,LEFT_ONLY_CORRECT,1.0,-1.0,4.0,0.5130445430940673,-0.2857142857142857,LEFT_PROTOCOL_FAILURE,,NOT_COMPARABLE_PROTOCOL_FAILURE,,,,,,LEFT_PROTOCOL_FAILURE,,NOT_COMPARABLE_PROTOCOL_FAILURE,,,,,
WORLD_SHIFT,9,WORLD_SHIFT:9,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,3,0.850279139527849,0.96,0.34255137568024896,0.6666666666666666,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,8,0.49941303040352913,,1.019305606216176,0.625,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,SCIENTIFIC_MODEL_FAILURE,SCIENTIFIC_MODEL_FAILURE,,,,,3,,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_INCORRECT,0.0,0.0,5.0,0.6767542305359271,-0.04166666666666663,LEFT_PROTOCOL_FAILURE,,NOT_COMPARABLE_PROTOCOL_FAILURE,,,,,,LEFT_PROTOCOL_FAILURE,,NOT_COMPARABLE_PROTOCOL_FAILURE,,,,,
SENSOR_CORRUPTION,0,SENSOR_CORRUPTION:0,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,True,False,4,0.9783519811724334,0.85,0.039168979108386015,0.75,USE_TRUSTED_SENSOR>REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,0.96,0.34255137568024896,0.5,REPEAT_TRIAL>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,-1.0,1.0,-2.0,0.0,-0.25,BOTH_VALID,0,BOTH_CORRECT,-1.0,1.0,-2.0,0.30338239657186294,-0.25,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.30338239657186294,0.0
SENSOR_CORRUPTION,1,SENSOR_CORRUPTION:1,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,0.9,0.34255137568024896,0.5,REPEAT_TRIAL>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,True,False,4,0.9775910197581545,0.96,0.1440196761132817,0.75,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>REPEAT_TRIAL>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,-0.30338239657186294,0.0,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,2.0,-0.19853169956696726,0.25,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,2.0,0.10485069700489569,0.25
SENSOR_CORRUPTION,2,SENSOR_CORRUPTION:2,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,2,0.831518107736678,0.85,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,2,0.831518107736678,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,3,0.9418617646111187,0.97,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_INCORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_INCORRECT,0.0,0.0,1.0,0.0,0.0,BOTH_VALID,0,BOTH_INCORRECT,0.0,0.0,1.0,0.0,0.0
